ID,Nombre,Este,Norte,Tipo Tecnología,zona o huso,Huso,banda,Latitud,Longitud,,
1681,PMGD PFV LO MIRANDA,326622,6214186,Fotovoltaica,19 H,19,H,-34.1989312,-70.88171777,,
1683,PMGD PFV KONDA,339899.13,6372146.26,Fotovoltaica,19 H,19,H,-32.77695445,-70.7094572,,
1684,PMGD PFV LOS PALTOS,308844.76,6413652.93,Fotovoltaica,19 H,19,H,-32.39779894,-71.03240474,,
1687,PMGD PFV LAS ROJAS,294985,6696011,Fotovoltaica,19 J,19,J,-29.84940769,-71.12221619,,
1688,PFV LA HUELLA,315563.97,6774850.84,Fotovoltaica,19J,19,J,-29.14150012,-70.89599999,,
1689,PMGD PFV GUADALAO,263163,6206745,Fotovoltaica,19 H,19,H,-34.25347927,-71.57196549,,
1694,PFV RIO ESCONDIDO,381281.12,6915285.53,Fotovoltaica,19J,19,J,-27.88199158,-70.20608148,,
1696,PFV AZABACHE,520072.202,7514028.255,Fotovoltaica,19K,19,K,-22.4800081,-68.804878,,
1698,PMGD PFV PARAGUAY,287924,6111894,Fotovoltaica,19 H,19,H,-35.11348267,-71.32707778,,
1704,PFV CAMPOS DEL SOL,409106.257,7007370.805,Fotovoltaica,19J,19,J,-27.05293717,-69.91653379,,
1705,PFV CAPRICORNIO,379260.42,7409924.94,Fotovoltaica,19K,19,K,-23.41607347,-70.18175499,,
1708,PMGD PFV RAUQUEN,304083,6134362,Fotovoltaica,19 H,19,H,-34.91429574,-71.14458864,,
1709,PMGD PFV LA ESTANCIA,310329,6231267,Fotovoltaica,19 H,19,H,-34.04214238,-71.05472559,,
1710,PMGD PFV LAS CHACRAS,286515,6406994,Fotovoltaica,19 H,19,H,-32.45377234,-71.27117223,,
1711,PMGD PFV CHACABUCO,340041,6352431,Fotovoltaica,19 H,19,H,-32.95473861,-70.71135481,,
1713,PMGD PFV VILLA CRUZ,238976.1,6057640.8,Fotovoltaica,19J,19,J,-35.59056872,-71.88094396,,
1714,PFV MALGARIDA,404140.03,7094120.03,Fotovoltaica,19J,19,J,-26.26945211,-69.960029,,
1718,PMGD PFV PULLALLI SOLAR,286466,6406821,Fotovoltaica,19J,19,J,-32.45532237,-71.27173232,,
1719,PMGD PFV MARIA PINTO,295180.07,6289663.21,Fotovoltaica,19 H,19,H,-33.51299463,-71.205198,,
1720,PMGD PFV TRICA-DOS,266260,6057530,Fotovoltaica,19 H,19,H,-35.59838789,-71.58013021,,
1721,PMGD PFV LLANOS DE POTROSO,320000,6706960,Fotovoltaica,19 J,19,J,-29.75455426,-70.86156495,,
1723,PMGD PFV CATEMU,315940,6376523,Fotovoltaica,19 H,19,H,-32.73374514,-70.96428961,,
1724,PMGD PFV EL CHUCAO,236016,6009714,Fotovoltaica,19 H,19,H,-36.02133972,-71.92939477,,
1725,PMGD PFV JAHUEL,347960,6382585,Fotovoltaica,19H,19,H,-32.6839717,-70.62171326,,
1726,PMGD PFV DARLIN SOLAR,327006,6263290,Fotovoltaica,19 S,19,S,-33.75636567,-70.86784346,,
1727,PMGD PFV UTFSM VALPARAISO VALDES,257834.3,6341882.61,Fotovoltaica,19H,19,H,-33.0346558,-71.59299348,,
1728,PMGD PFV UTFSM VIÑA DEL MAR,267890.09,6341991.53,Fotovoltaica,19H,19,H,-33.035865,-71.48538309,,
1729,PMGD PFV COVADONGA,369631,7075755,Fotovoltaica,19 J,19,J,-26.43250806,-70.30743421,,
1730,PMGD PFV GIRASOLES,307327.5,6301437.56,Fotovoltaica,19 H,19,H,-33.40912202,-71.07196208,,
1731,PMGD PFV ANTONIA SOLAR,320408.4,6192202.31,Fotovoltaica,19 H,19,H,-34.39602265,-70.95370563,,
1732,PMGD PFV PARQUE SOLAR SANTA FE,254907.19,6054707.2,Fotovoltaica,19 H,19,H,-35.62106402,-71.70618235,,
1733,PMGD PFV ÑIQUEN,249260.12,5980069.02,Fotovoltaica,19 H,19,H,-36.29179205,-71.79204287,,
1734,PMGD PFV DON MARIANO,333133.1,6182436.36,Fotovoltaica,19 H,19,H,-34.48618212,-70.81724789,,
1735,PMGD PFV VILLA ALEGRE,254862,6046854,Fotovoltaica,19 H,19,H,-35.69178158,-71.70907014,,
1736,PMGD PFV QUELTEHUE SOLAR,320048.89,6193158.82,Fotovoltaica,19 H,19,H,-34.38733906,-70.95741381,,
1737,PMGD PFV PITOTOY,319927,6193061,Fotovoltaica,19 H,19,H,-34.38819951,-70.95875953,,
1738,PMGD PFV GR LEMU,247117.09,6055548.86,Fotovoltaica,19 H,19,H,-35.61152212,-71.79184283,,
1739,PMGD PFV LA CHIMBA BIS,285885.28,6606788.16,Fotovoltaica,19J,19,J,-30.65242167,-71.23449742,,
1740,PFV SOL DEL DESIERTO,441252.8843,7546766.461,Fotovoltaica,19K,19,K,-22.18336608,-69.5698688,,
1741,PFV LA CRUZ SOLAR,436901,7538315,Fotovoltaica,19K,19,K,-22.25956181,-69.6124133,,
1742,PFV SOL DE LILA,542967.49,7342021.23,Fotovoltaica,19J,19,J,-24.03330842,-68.57744723,,
1744,PMGD PFV EL RESPLANDOR,732739,5897568,Fotovoltaica,18H,18,H,-37.03927467,-72.3831569,,
1745,PMGD PFV SANTA AMELIA,288126.29,6189779.72,Fotovoltaica,19H,19,H,-34.41174286,-71.30525742,,
1747,PMGD PFV EL LITRE SOLAR,334138,6332974,Fotovoltaica,19S,19,S,-33.12928135,-70.77800532,,
1748,PMGD PFV SOL DE SEPTIEMBRE,326247,6313882.7,Fotovoltaica,19H,19,H,-33.30015906,-70.86620816,,
1749,PMGD PFV TREBAL SOLAR,328986,6290033,Fotovoltaica,19S,19,S,-33.51560532,-70.84133523,,
1750,PMGD PFV GRANADA,262166.31,6033966.91,Fotovoltaica,19H,19,H,-35.80964201,-71.63224798,,
1751,PMGD PFV  ARGOMEDO,332986,6191178,Fotovoltaica,19H,19,H,-34.4073637,-70.81714151,,
1754,PMGD PFV COCHARCAS,222913,5953084,Fotovoltaica,19H,19,H,-36.52750928,-72.09468645,,
1755,PMGD PFV VICTORIA,504066.639,7515496.029,Fotovoltaica,19S,19,S,-22.46686138,-68.96047185,,
1756,PFV SOL DE LOS ANDES,407897.1,7088667.96,Fotovoltaica,19S,19,S,-26.31892177,-69.92279582,,
1759,PMGD  PFV PLAYERO,730173,6026660,Fotovoltaica,18H,18,H,-35.87728322,-72.45035412,,
1761,PMGD PFV SAN RAMIRO,278258.06,6234521.225,Fotovoltaica,19H,19,H,-34.00652356,-71.40107849,,
1762,PMGD PFV FILOMENA SOLAR,348550,6379891,Fotovoltaica,19H,19,H,-32.70834526,-70.61586,,
1763,PMGD PFV PUENTE SOLAR,328772.15,6286056.7,Fotovoltaica,19H,19,H,-33.55141709,-70.84439802,,
1764,PMGD PFV PEPA SOLAR,330220,6263360,Fotovoltaica,19H,19,H,-33.75625479,-70.83314364,,
1765,PMGD PFV EL GUANACO SOLAR,327184,6284777,Fotovoltaica,19H,19,H,-33.56269734,-70.86174465,,
1766,PMGD PFV CIPRES,"262,321.80","6,033,434.98",Fotovoltaica,19H,19,H,-35.8144706,-71.63068683,,
1768,PFV DE LOS ANDES,540741.9,7343313.6,Fotovoltaica,19J,19,J,-24.02169451,-68.59936998,,
1769,PMGD PFV LAS TORCAZAS,259250,6196340,Fotovoltaica,19 H,19,H,-34.34631979,-71.6173287,,
1770,PFV SOL DEL NORTE,541029.48,7343974,Fotovoltaica,19J,19,J,-24.01572233,-68.59656076,,
1771,PFV DEL DESIERTO,541029.48,7343977.3,Fotovoltaica,19J,19,J,-24.01569252,-68.59656086,,
1774,PMGD PFV LOS TILOS,307289.24,6369024.65,Fotovoltaica,19H,19,H,-32.79986158,-71.05811583,,
1775,PMGD PFV LAS TORTOLAS,732450,5927680,Fotovoltaica,18 H,18,H,-36.7681815,-72.39564199,,
1781,PMGD PFV LAS TENCAS,307644,6189377,Fotovoltaica,19h,19,h,-34.41918955,-71.09311989,,
1782,PMGD PFV PARQUE SOLAR BICENTENARIO,244160,5996671,Fotovoltaica,19H,19,H,-36.14096094,-71.84335243,,
1783,PMGD PFV  COCINILLAS,297769,6498512,Fotovoltaica,19S,19,S,-31.63080073,-71.13229831,,
1784,PMGD PFV CANELILLO,285105,6490330,Fotovoltaica,19 S,19,S,-31.70226395,-71.26753156,,
1786,PMGD PFV CAIMI,275740.94,6313475.03,Fotovoltaica,19H,19,H,-33.2945064,-71.4084037,,
1787,PMGD PFV QUILLAY,299106,6275512,Fotovoltaica,19 S,19,S,-33.64128575,-71.16614123,,
1788,PMGD PFV  SANTA CAROLINA,325733,6160372,Fotovoltaica,19H,19,H,-34.68382528,-70.90232767,,
1791,PMGD PFV CANDELARIA SOLAR,349571,6234198,Fotovoltaica,19H,19,H,-34.02208862,-70.62927821,,
1794,PFV DOMEYKO,441034.28,7339008.92,Fotovoltaica,19J,19,J,-24.06000011,-69.58000003,,
1796,PMGD PFV DON JORGE (EX PERALILLO),271118,6181260,Fotovoltaica,19H,19,H,-34.48487676,-71.49244531,,
1797,PMGD PFV PITRA,259094,6304978,Fotovoltaica,19H,19,H,-33.36747839,-71.58929378,,
1798,PMGD PFV PARQUE SOLAR SAN JAVIER,256818,6057915,Fotovoltaica,19H,19,H,-35.59264454,-71.6841392,,
1799,PMGD PFV EL ROMERAL,313559,6154670,Fotovoltaica,19H,19,H,-34.73306653,-71.03640877,,
1801,PMGD PFV PLAYERITO,730173,6026660,Fotovoltaica,18H,18,H,-35.87728322,-72.45035412,,
1802,PMGD PFV GR RAULI,292374,6114000,Fotovoltaica,19H,19,H,-35.09543469,-71.27775508,,
1803,PMGD PFV SANTA INES SOLAR,326064,6333214,Fotovoltaica,19H,19,H,-33.12585266,-70.86447227,,
1805,PMGD PFV PARQUE SOLAR MECO CHILLAN,755934.43,5929082.64,Fotovoltaica,18H,18,H,-36.74950474,-72.13327918,,
1806,PMGD PFV QUINANTU SOLAR,265935,6068768,Fotovoltaica,19H,19,H,-35.49708541,-71.58046705,,
1807,PMGD PFV MERCURIO SUR,282509.5,6040873.02,Fotovoltaica,19H,19,H,-35.7521481,-71.40540819,,
1808,PMGD PFV SATURNO NORTE,282785.04,6041436.48,Fotovoltaica,19H,19,H,-35.74713312,-71.40221055,,
1809,PFV VALLE ESCONDIDO,375123,6923024,Fotovoltaica,19J,19,J,-27.81158833,-70.26781795,,
1810,PFV PAMPA TIGRE,417151,7361529,Fotovoltaica,19K,19,K,-23.85554124,-69.8136282,,
1811,PMGD PFV MALINKE,288.155,6.260.478,Fotovoltaica,19H,19,H,-33.6781433,-74.38786688,,
1814,PMGD PFV DON ANDRONICO,285480.27,6236425.53,Fotovoltaica,19 H,19,H,-33.99086436,-71.32246457,,
1816,PMGD PFV EL SALITRAL,306995,6546255,Fotovoltaica,19 J,19,J,-31.20189156,-71.02579715,,
1817,PMGD PFV PAINE,502816,7513903,Fotovoltaica,19K,19,K,-22.48125539,-68.97262536,,
1818,PMGD PFV PARQUE SOLAR OVALLE NORTE,285141,6616027,Fotovoltaica,19J,19,J,-30.5689828,-71.24034027,,
1820,PMGD PFV TRINIDAD,264050,6197450,Fotovoltaica,19H,19,H,-34.33742361,-71.56488705,,
1824,PMGD PFV PARQUE SOLAR LA MURALLA,306054,6185768,Fotovoltaica,19J,19,J,-34.45141712,-71.11122931,,
1825,PMGD PFV LUMBRERAS,285705,6274772,Fotovoltaica,19H,19,H,-33.64533954,-71.31071644,,
1826,PFV TAMAYA SOLAR,387378.44,7548085.85,Fotovoltaica,19K,19,K,-22.1687828,-70.0923235,,
1827,PMGD PFV LINGUE,277419.047,6303899.769,Fotovoltaica,19H,19,H,-33.38114656,-71.39275528,,
1828,PMGD PFV EL PIUQUEN,747582.925,5926621.67,Fotovoltaica,18H,18,H,-36.77388004,-72.2259247,,
1829,PMGD PFV LA FORESTA,244800,6127900,Fotovoltaica,19H,19,H,-34.95932008,-71.79489515,,
1831,PMGD PFV LAS MAJADAS,314352,6605240,Fotovoltaica,19 J,19,J,-30.67115116,-70.937852,,
1832,PMGD PFV VENTURADA,755786,5937908,Fotovoltaica,18 H,18,H,-36.67008491,-72.13789076,,
1833,PMGD PFV VILLA SOLAR,260800,6111800,Fotovoltaica,19 H,19,H,-35.10825274,-71.62447057,,
1834,PMGD PFV PARQUE ROMERIA,311850,6126650,Fotovoltaica,19H,19,H,-34.98526416,-71.06135727,,
1835,PMGD PFV PARQUE SOLAR MEMBRILLO,317454,6148288,Fotovoltaica,19H,19,H,-34.79128683,-70.99527248,,
1836,PMGD PFV BERRUECO,755305,5938214,Fotovoltaica,18 H,18,H,-36.66745896,-72.14336874,,
1837,PMGD PFV TAMARUGO,432853,7747647,Fotovoltaica,19 K,19,K,-20.36815132,-69.64340739,,
1838,PMGD PFV CASABERMEJA,317326,6289143,Fotovoltaica,19 H,19,H,-33.52169862,-70.96699951,,
1839,PFV VALLE DEL SOL,440392.61,7530131.18,Fotovoltaica,19K,19,K,-22.3336168,-69.57883096,,
1842,PMGD PFV SAN CAMILO,288023,6111079,Fotovoltaica,19H,19,H,-35.12084651,-71.32620109,,
1843,PMGD PFV DADINCO,760481,5953715,Fotovoltaica,18H,18,H,-36.52649499,-72.0907698,,
1846,PMGD PFV KAUFMANN,337296,6314369,Fotovoltaica,19H,19,H,-33.29750002,-70.74749768,,
1847,PMGD PFV CURACAVI,300778,6309154,Fotovoltaica,19H,19,H,-33.33837378,-71.14064677,,
1848,PMGD PFV EL FLAMENCO,272053,6048016,Fotovoltaica,19H,19,H,-35.68543945,-71.51893023,,
1849,PMGD PFV PARQUE SOLAR ALCALDESA,720163,5986382,Fotovoltaica,18H,18,H,-36.2423942,-72.54991476,,
1850,PFV ANDES SOLAR II-B,544169.36,7344751.04,Fotovoltaica,19J,19,J,-24.00861971,-68.56571084,,
1851,PFV TENO SOLAR,303792.65,6139573.14,Fotovoltaica,19H,19,H,-34.86728072,-71.14654269,,
1852,PFV MACHICURA,282914,6043363,Fotovoltaica,19 Sur,19,Sur,-35.72980672,-71.40026426,,
1853,PFV CARACAS II,269905.33,6470490.12,Fotovoltaica,19J,19,J,-31.87814818,-71.43247781,,
1855,PMGD PFV SANTA RITA,239648,5951577,Fotovoltaica,19 H,19,H,-36.54577958,-71.90851253,,
1856,PMGD PFV SDSI,738027,5842130,Fotovoltaica,18H,18,H,-37.5371164,-72.30600847,,
1857,PMGD PFV NAHUEN,297157,6263448,Fotovoltaica,19H,19,H,-33.7496459,-71.18990083,,
1858,PMGD PFV PRETTY FIELD,279016,6601782,Fotovoltaica,19 J,19,J,-30.69630703,-71.30721003,,
1859,PMGD PFV PARQUE PENCAHUE ESTE,249944,6077250,Fotovoltaica,19H,19,H,-35.41679612,-71.7539782,,
1860,PMGD PFV PARQUE CURICURA,304347,6132988,Fotovoltaica,19H,19,H,-34.92672814,-71.1420224,,
1861,PMGD PFV PARQUE ALHUE,289357,6235622,Fotovoltaica,19H,19,H,-33.99889055,-71.28071677,,
1862,PFV DIEGO DE ALMAGRO SUR,403353,7058772,Fotovoltaica,19J,19,J,-26.58852208,-69.97057919,,
1863,PMGD PFV LO BOZA,336234,6304976,Fotovoltaica,19 H,19,H,-33.38202282,-70.76060287,,
1864,PFV COYA,451914.78,7539426.97,Fotovoltaica,19K,19,K,-22.25000014,-69.46666663,,
1866,PMGD PFV GR PITAO,304338,6143801,Fotovoltaica,19H,19,H,-34.82928712,-71.13959335,,
1867,PMGD PFV LLAY LLAY,316745,6363723,Fotovoltaica,19H,19,H,-32.84927657,-70.95823121,,
1869,PMGD PFV LINARES SOLAR,262841,6029130,Fotovoltaica,19H,19,H,-35.85336986,-71.62622392,,
1870,PMGD PFV LOS LAGOS,281128,6206916,Fotovoltaica,19H,19,H,-34.25587585,-71.37698243,,
1871,PMGD PFV RINCONADA NORTE (SLK 808),341645,6385394,Fotovoltaica,19H,19,H,-32.65775452,-70.68856994,,
1872,PMGD PFV AVILES,271446,6243265,Fotovoltaica,19 H,19,H,-33.92627583,-71.47249955,,
1873,PMGD PFV PEÑAFLOR SOLAR,323347,6284270,Fotovoltaica,19 H,19,H,-33.56663924,-70.90316122,,
1875,PMGD PFV SALERNO SOLAR,275149,6246118,Fotovoltaica,19 H,19,H,-33.90136538,-71.43174161,,
1876,PMGD PFV LAS CABRAS,286479,6196755,Fotovoltaica,19 H,19,H,-34.34855009,-71.32143151,,
1877,PMGD PFV ESFENA,329644,6431925,Fotovoltaica,19H,19,H,-32.23641429,-70.80808599,,
1878,PMGD PFV VICENTE SOLAR,349949,6272168,Fotovoltaica,19 H,19,H,-33.67982373,-70.61871418,,
1879,PMGD PFV MUTUPIN,242328,5963952,Fotovoltaica,19H,19,H,-36.43508367,-71.87448391,,
1880,PMGD PFV ORION SOLAR,765628,5945935,Fotovoltaica,18 H,18,H,-36.59512261,-72.03067214,,
1885,PMGD PFV QUETENA,503951.9388,7516690.731,Fotovoltaica,19 K,19,K,-22.45606865,-68.96158973,,
1886,PMGD PFV HUAPE,745793,5945131,Fotovoltaica,18 H,18,H,-36.60767897,-72.25190089,,
1887,PMGD PFV SANTA ESTER,232297,5957865,Fotovoltaica,19 H,19,H,-36.48713908,-71.98835477,,
1888,PMGD PFV PARQUE PANGUILEMO AEROPUERTO,264445,6081116,Fotovoltaica,19H,19,H,-35.38550835,-71.5933066,,
1889,PFV ELENA,448153,7550295,Fotovoltaica,19K,19,K,-22.15170949,-69.50282388,,
1891,PMGD PFV PARQUE SANTA CRUZ,286547,6166212,Fotovoltaica,19H,19,H,-34.62377974,-71.32833196,,
1892,PMGD PFV MOYA,735300,5894417,Fotovoltaica,18 H,18,H,-37.06701013,-72.3534038,,
1893,PMGD PFV CORTIJO,731712,5890695,Fotovoltaica,18 H,18,H,-37.10141989,-72.39257388,,
1894,PMGD PFV PEGASUS SOLAR,766146,5945908,Fotovoltaica,18 H,18,H,-36.59522134,-72.02487939,,
1895,PMGD PFV LOS MOLINOS,289800,6282970,Fotovoltaica,19 H,19,H,-33.57227292,-71.2646573,,
1896,PMGD PFV GR PEUMO,304335,6189673,Fotovoltaica,19H,19,H,-34.41590062,-71.12903737,,
1897,PMGD PFV LA PALMA SOLAR,755236,5945987,Fotovoltaica,18H,18,H,-36.59749116,-72.14672349,,
1899,PFV CASTILLA,347867,6913075,Fotovoltaica,19J,19,J,-27.89855304,-70.54573388,,
1900,PFV GUANCHOI,401215,7095179,Fotovoltaica,19J,19,J,-26.2596927,-69.98923844,,
1901,PMGD PFV LOS MAGNOLIOS SOLAR,273075,6302722,Fotovoltaica,19H,19,H,-33.39085135,-71.43971409,,
1905,PMGD PFV PARQUE SOLAR MARAMBIO,292999,6261324,Fotovoltaica,19H,19,H,-33.76798394,-71.23525823,,
1906,PMGD PFV SANTA LUISA,233467,5961862,Fotovoltaica,19H,19,H,-36.45148015,-71.97393394,,
1908,PMGD PFV PARQUE LA TRAVESIA,365444,6963800,Fotovoltaica,19H,19,H,-27.44263911,-70.36150103,,
1909,PMGD PFV ERINOME,253931,6074912,Fotovoltaica,19H,19,H,-35.43884681,-71.71081784,,
1910,PMGD PFV PACHIRA,262842,6028805,Fotovoltaica,19H,19,H,-35.85629727,-71.62630946,,
1911,PMGD PFV CONDOR PELVIN,321186,6278160,Fotovoltaica,19H,19,H,-33.62135712,-70.92765644,,
1912,PMGD PFV FLORENCIA SOLAR,269117,6470326,Fotovoltaica,19J,19,J,-31.87946783,-71.44084433,,
1913,PFV MESETA DE LOS ANDES,367920,6362752,Fotovoltaica,19H,19,H,-32.86539615,-70.41169411,,
1914,PMGD PFV EL CASTAÑO,286479,6196755,Fotovoltaica,19H,19,H,-34.34855009,-71.32143151,,
1915,PMGD PFV SANTA MARGARITA,268213,6183818,Fotovoltaica,19H,19,H,-34.46118145,-71.52335859,,
1916,PMGD PFV GRANATE,283703,6613915,Fotovoltaica,19J,19,J,-30.58776743,-71.2557656,,
1917,PMGD PFV COLCHAGUA,276091,6177851,Fotovoltaica,19H,19,H,-34.51668409,-71.43922986,,
1918,PMGD PFV SAN ANTONIO,270778,6030005,Fotovoltaica,19H,19,H,-35.84737696,-71.53815948,,
1919,PMGD PFV RECOLETA,295664,6622477,Fotovoltaica,19J,19,J,-30.51266096,-71.12941211,,
1920,PMGD PFV MELI,337431,6230561,Fotovoltaica,19H,19,H,-34.05306271,-70.76139036,,
1923,PMGD PFV ASTILLAS,316533,6840884,Fotovoltaica,19H,19,H,-28.54593594,-70.87532517,,
1924,PMGD PFV GUADALUPE,356652,6364753,Fotovoltaica,19H,19,H,-32.84593561,-70.53178251,,
1925,PMGD PFV SOLARPARK VILLA ALEMANA,285748,6341190,Fotovoltaica,19H,19,H,-33.04675127,-71.29449027,,
1927,PMGD PFV SANTA FRANCISCA,344394,6678110,Fotovoltaica,19J,19,J,-30.01812444,-70.613558,,
1928,PMGD PFV ESCORIAL DEL VERANO SOLAR,333156,6375932,Fotovoltaica,19H,19,H,-32.74181787,-70.78074695,,
1930,PMGD PFV PARQUE SOLAR NANCAGUA,295694,6161866,Fotovoltaica,19H,19,H,-34.66480545,-71.2296739,,
1931,PMGD PFV LOS TAURETES,341340,6344368,Fotovoltaica,19H,19,H,-33.02762755,-70.69885511,,
1932,PMGD PFV LAS CATITAS,262239,6034743,Fotovoltaica,19H,19,H,-35.8026696,-71.63121352,,
1933,PMGD PFV EL ZORZAL,270127,6090779,Fotovoltaica,19H,19,H,-35.29978914,-71.52809177,,
1934,PMGD PFV TARANTO,274966,6304312,Fotovoltaica,19H,19,H,-33.37692059,-71.41900238,,
1935,PMGD PFV PUELCHE SOLAR,736366,5843863,Fotovoltaica,18H,18,H,-37.52194011,-72.32534647,,
1936,PMGD PFV NAZARINO DEL VERANO SOLAR,309002,6267751,Fotovoltaica,19H,19,H,-33.71306289,-71.06116849,,
1938,PMGD PFV FARAMALLA,308927,6231116,Fotovoltaica,19H,19,H,-34.04324862,-71.06993802,,
1939,PMGD PFV LOS TORDOS,265808,6070737,Fotovoltaica,19H,19,H,-35.47931963,-71.58129829,,
1940,PMGD PFV LOICA,247478,6055492,Fotovoltaica,19H,19,H,-35.61212642,-71.78788036,,
1942,PMGD PFV ICB,341942,6309279,Fotovoltaica,19H,19,H,-33.34408271,-70.69850754,,
1943,PMGD PFV ANAKENA,294387,6610382,Fotovoltaica,18H,18,H,-30.62150941,-77.14511162,,
1945,PMGD PFV PASTRAN,294845,6608807,Fotovoltaica,18H,18,H,-30.63579056,-77.14064896,,
1946,PMGD PFV SUNHUNTER,287054,6618762,Fotovoltaica,19J,19,J,-30.54466285,-71.21984438,,
1947,PMGD PFV HUAQUELON,285369,6587214,Fotovoltaica,19J,19,J,-30.82882239,-71.24397072,,
1949,PMGD PFV GABRIELA,336327,6681655,Fotovoltaica,19J,19,J,-29.9850942,-70.69663468,,
1950,PMGD PFV DON ENRIQUE,281466,6589150,Fotovoltaica,19J,19,J,-30.81065378,-71.28433612,,
1951,PMGD PFV MITCHI,396984,7407369,Fotovoltaica,19H,19,H,-23.44037348,-70.00848074,,
1952,PMGD PFV PARQUE VALPARAISO,312839,6364945,Fotovoltaica,19H,19,H,-32.83760009,-70.99970114,,
1953,PMGD PFV PARQUE PVP ITIHUE,236671,5962209,Fotovoltaica,19H,19,H,-36.44924103,-71.93810902,,
1954,PMGD PFV EL MONTE,315239,6272465,Fotovoltaica,19H,19,H,-33.67167606,-70.9929162,,
1955,PMGD PFV REXNER,356817,6360073,Fotovoltaica,19H,19,H,-32.88815834,-70.53074493,,
1957,PMGD PFV PLAYERON,730117,6026836,Fotovoltaica,18H,18,H,-35.87571112,-72.4510247,,
1958,PMGD PFV LAS TORTOLAS DEL VERANO,357154,6360637,Fotovoltaica,19H,19,H,-32.88311661,-70.52705598,,
1960,PMGD PFV FARDELA NEGRA,257602,6305531,Fotovoltaica,19H,19,H,-33.36216017,-71.60516703,,
1963,PMGD PFV SAN CARLOS SOLAR,236410,5967617,Fotovoltaica,19H,19,H,-36.40047894,-71.93918033,,
1964,PMGD PFV ENCINO,339355,6205185,Fotovoltaica,19H,19,H,-34.28211126,-70.74525589,,
1965,PMGD PFV PIDUCO,254003,6076407,Fotovoltaica,19H,19,H,-35.42539962,-71.70957402,,
1966,PMGD PFV FULGOR,709882,5829398,Fotovoltaica,18H,18,H,-37.65861392,-72.62063522,,
1967,PMGD PFV GABARDO DEL VERANO SOLAR,351407,6256171,Fotovoltaica,19H,19,H,-33.82425347,-70.60567784,,
1968,PMGD PFV GUARANA,257361,6226729,Fotovoltaica,19H,19,H,-34.07210292,-71.62932416,,
1969,PMGD PFV PARQUE FOTOVOLTAICO EL SHARON,284785,6227451,Fotovoltaica,19H,19,H,-34.07159504,-71.33219931,,
1970,PMGD PFV RINCONADA ALCONES,248410,6192008,Fotovoltaica,19H,19,H,-34.38276758,-71.73632987,,
1971,PMGD PFV CARACOLES,274781,6047257,Fotovoltaica,19H,19,H,-35.69290327,-71.48902258,,
1973,PMGD PFV SAN EMILIO SOLAR I,298261,6124132,Fotovoltaica,19H,19,H,-35.00533487,-71.21075263,,
1974,PMGD PFV NEWENTUN,274881,6180213,Fotovoltaica,19H,19,H,-34.49513886,-71.45177715,,
1975,PMGD PFV SANTA ELIZABETH,343131,7090683,Fotovoltaica,19H,19,H,-26.29509098,-70.57129883,,
1976,PMGD PFV TREBO,281327,6273012,Fotovoltaica,19H,19,H,-33.66030917,-71.3583221,,
1977,PMGD PFV EL HUASO,314619,6372938,Fotovoltaica,19H,19,H,-32.76584349,-70.97909493,,
1979,PMGD PFV PARQUE SOLAR CANTILLANA,331126,6254815,Fotovoltaica,19H,19,H,-33.83342971,-70.82500018,,
1980,PMGD PFV MANAO,313799,6362021,Fotovoltaica,19H,19,H,-32.86412379,-70.99003804,,
1981,PMGD PFV CENTRAL LLIU LLIU (FOSTER),275997,6355737,Fotovoltaica,19H,19,H,-32.91368269,-71.39529462,,
1982,PMGD PFV LA COLONIA,335039,6256319,Fotovoltaica,19H,19,H,-33.82049001,-70.78244955,,
1985,PMGD PFV VENTISQUERO SOLAR,314106,6153272,Fotovoltaica,19H,19,H,-34.74576523,-71.03074583,,
1986,PMGD PFV PSF PUANGUE,284149,6273476,Fotovoltaica,19H,19,H,-33.6567044,-71.32779711,,
1987,PMGD PFV MANDINGA,290281,6257346,Fotovoltaica,19H,19,H,-33.80329941,-71.26553243,,
1988,PMGD PFV LAS CACHAÑAS,319931,6171382,Fotovoltaica,19H,19,H,-34.583591,-70.96329064,,
1989,PMGD PFV LAS GOLONDRINAS,281757,6044418,Fotovoltaica,19H,19,H,-35.72004711,-71.41276002,,
1990,PMGD PFV EL TIUQUE,256372,6055746,Fotovoltaica,19H,19,H,-35.61207011,-71.68971122,,
1991,PMGD PFV IDAHUE DEL VERANO SOLAR,306041,6201381,Fotovoltaica,19H,19,H,-34.31070676,-71.10784047,,
1992,PMGD PFV CANTERA,267105,6245599,Fotovoltaica,19H,19,H,-33.90429419,-71.51880191,,
1993,PMGD PFV PARANAL,368689,7274891,Fotovoltaica,19H,19,H,-24.6346066,-70.29738854,,
1994,PMGD PFV ARMAZONES,368689,7274891,Fotovoltaica,19H,19,H,-24.6346066,-70.29738854,,
1996,PMGD PFV CABILDO SUNLIGHT,302597,6407619,Fotovoltaica,19H,19,H,-32.45110715,-71.10005518,,
1998,PMGD PFV DUQUECO SOLAR,738276,5841834,Fotovoltaica,18H,18,H,-37.53971716,-72.30309709,,
2000,PMGD PFV HELIOS,315433,6364334,Fotovoltaica,19H,19,H,-32.84354811,-70.97212198,,
2001,PMGD PFV PSF HORIZONTE,339586,6254036,Fotovoltaica,19H,19,H,-33.84177153,-70.73375347,,
2002,PMGD PFV GR ALCON SOLAR,248366,6192058,Fotovoltaica,19H,19,H,-34.38230647,-71.73679328,,
